,timestamp,rmse,epoch
0,2025-04-23 22:02:00.388379,0.49406477308142505,1
1,2025-04-23 22:12:19.065177,0.4208325082500163,2
2,2025-04-23 22:22:24.963635,0.4095119045888654,3
3,2025-04-23 22:32:33.457699,0.3989987468652001,4
4,2025-04-23 22:42:36.615959,0.3901281840626232,5
5,2025-04-23 22:52:38.279690,0.3840572873934304,6
6,2025-04-23 23:02:39.885336,0.38013155617496425,7
7,2025-04-23 23:12:41.528993,0.375632799419859,8
8,2025-04-23 23:22:43.165466,0.3716180835212409,9
9,2025-04-23 23:32:44.809258,0.3676955262170047,10
10,2025-04-23 23:42:46.458772,0.363455636907725,11
11,2025-04-23 23:52:48.074991,0.36138621999185305,12
12,2025-04-24 00:02:49.689348,0.35888716889852723,13
13,2025-04-24 00:12:51.292569,0.3563705936241092,14
14,2025-04-24 00:22:52.958531,0.354400902933387,15
15,2025-04-24 00:32:54.556735,0.35327043465311386,16
16,2025-04-24 00:42:56.210360,0.35171010790137947,17
17,2025-04-24 00:52:57.846061,0.34971416900091423,18
18,2025-04-24 01:02:59.507792,0.3484250278036869,19
19,2025-04-24 01:13:01.147672,0.3466987164671943,20
