,timestamp,rmse,epoch
0,2025-04-23 22:04:45.547899,0.5121523210920751,1
1,2025-04-23 22:11:35.041121,0.4376071297408213,2
2,2025-04-23 22:18:24.516594,0.42801869118065394,3
3,2025-04-23 22:25:14.182186,0.42225584661434823,4
4,2025-04-23 22:32:03.628458,0.415571895103603,5
5,2025-04-23 22:38:53.054027,0.410731055558257,6
6,2025-04-23 22:45:42.505045,0.40472212689696124,7
7,2025-04-23 22:52:32.204919,0.39774363602702684,8
8,2025-04-23 22:59:21.626103,0.3948417404479927,9
9,2025-04-23 23:06:11.058655,0.387556447501522,10
10,2025-04-23 23:13:00.544767,0.38379682124790976,11
11,2025-04-23 23:19:50.242290,0.378549864614954,12
12,2025-04-23 23:26:39.741305,0.37656340767525465,13
13,2025-04-23 23:33:29.176666,0.3762977544445356,14
14,2025-04-23 23:40:18.649594,0.37067505985701277,15
15,2025-04-23 23:47:08.112395,0.3695943722515266,16
16,2025-04-24 00:00:45.769782,0.3659234892706397,18
17,2025-04-24 00:07:35.228505,0.3627671429443411,19
18,2025-04-24 00:14:24.663558,0.36124783736376886,20
