,timestamp,rmse,epoch
0,2025-04-23 19:53:14.500171,0.540092584655631,1
1,2025-04-23 20:26:52.318438,0.46443514078932485,2
2,2025-04-23 21:02:08.924951,0.45574115460423364,3
3,2025-04-23 21:37:06.211728,0.4483302354291979,4
4,2025-04-23 22:10:41.863672,0.4430575583375144,5
5,2025-04-23 22:44:59.307452,0.43840620433565947,6
6,2025-04-23 23:19:51.748713,0.43347433603386487,7
7,2025-04-23 23:54:19.123802,0.4290687590584987,8
8,2025-04-24 00:24:23.879767,0.42414620120896995,9
9,2025-04-24 00:53:22.863750,0.4194043395102154,10
10,2025-04-24 01:22:21.182101,0.4143669871020132,11
11,2025-04-24 01:51:19.176122,0.4095119045888654,12
12,2025-04-24 02:20:16.724638,0.4049691346263318,13
13,2025-04-24 02:49:14.720408,0.4028647415696737,14
14,2025-04-24 03:18:15.253280,0.40024992192379,15
15,2025-04-24 03:47:13.643228,0.3954743986657038,16
16,2025-04-24 04:16:12.023661,0.39127995093027707,17
17,2025-04-24 04:45:10.393415,0.38987177379235854,18
18,2025-04-24 05:14:08.763523,0.3878143885933063,19
19,2025-04-24 05:43:07.095118,0.387556447501522,20
