,timestamp,rmse,epoch
0,2025-04-24 20:39:11.783030,0.5278257288158659,1
1,2025-04-24 20:53:40.562140,0.47265209192385893,2
2,2025-04-24 21:08:09.471808,0.471805044483418,3
3,2025-04-24 21:22:38.248039,0.4695742752749558,4
4,2025-04-24 21:51:33.267653,0.4689349635077342,6
5,2025-04-24 22:06:02.156502,0.468187996428785,7
6,2025-04-24 22:20:30.887018,0.46604720790924176,8
7,2025-04-24 22:49:25.899662,0.46475800154489,10
8,2025-04-24 23:03:54.637872,0.4646504062195577,11
9,2025-04-24 23:18:23.526908,0.4635730794599704,12
10,2025-04-24 23:32:52.279718,0.46216880033165375,13
11,2025-04-24 23:47:21.194477,0.4611941023040082,14
12,2025-04-25 00:16:16.000840,0.4608687448721165,16
13,2025-04-25 00:30:44.722843,0.45978255730290596,17
14,2025-04-25 00:45:13.440823,0.4565084884205331,18
