,timestamp,rmse,epoch
0,2025-04-24 20:49:45.690722,0.49244289008980524,1
1,2025-04-24 21:04:13.670154,0.4310452412450461,2
2,2025-04-24 21:18:41.827845,0.4204759208325728,3
3,2025-04-24 21:33:09.794451,0.41255302689472534,4
4,2025-04-24 21:47:37.900015,0.40274061131204536,5
5,2025-04-24 22:02:05.873224,0.3971145930332956,6
6,2025-04-24 22:16:34.138193,0.3906404996924922,7
7,2025-04-24 22:31:02.130777,0.3866522985836241,8
8,2025-04-24 22:45:30.362228,0.3807886552931954,9
9,2025-04-24 22:59:58.395499,0.3769615364994153,10
10,2025-04-24 23:14:26.528683,0.372827037646145,11
11,2025-04-24 23:28:54.676412,0.369729630946723,12
12,2025-04-24 23:43:22.965526,0.3651027252705737,13
13,2025-04-24 23:57:50.944350,0.36110940170535577,14
14,2025-04-25 00:12:18.991703,0.35735136770411274,15
15,2025-04-25 00:26:46.918282,0.3535533905932738,16
16,2025-04-25 00:41:15.019884,0.34828149534535996,17
17,2025-04-25 00:55:42.964173,0.34467375879228174,18
18,2025-04-25 01:10:11.052750,0.34132096331752027,19
19,2025-04-25 01:24:38.995754,0.3358571124749333,20
