,timestamp,rmse,epoch
0,2025-04-23 19:32:58.679042,0.604400529450463,1
1,2025-04-23 19:44:42.409748,0.4855924216871594,2
2,2025-04-23 19:56:26.031536,0.4787483681434329,3
3,2025-04-23 20:08:09.906035,0.47148700936505133,4
4,2025-04-23 20:19:53.655855,0.46335731352812376,5
5,2025-04-23 20:31:37.279197,0.4565084884205331,6
6,2025-04-23 20:43:21.080552,0.45066617356975,7
7,2025-04-23 20:55:05.369008,0.44530888156424636,8
8,2025-04-23 21:06:49.423445,0.4414748010928823,9
9,2025-04-23 21:18:33.250605,0.4376071297408213,10
10,2025-04-23 21:30:21.941464,0.43428101501216926,11
11,2025-04-23 21:42:08.238660,0.432087954009366,12
12,2025-04-23 21:53:52.133890,0.4298837052040935,13
13,2025-04-23 22:05:36.045031,0.4288356328478313,14
14,2025-04-23 22:17:19.857321,0.42649736224272244,15
15,2025-04-23 22:29:03.502635,0.42473521163190603,16
16,2025-04-23 22:40:47.168849,0.4228474902373195,17
17,2025-04-23 22:52:30.829005,0.42095130359698374,18
18,2025-04-23 23:04:14.561188,0.41821047332652966,19
19,2025-04-23 23:15:58.255254,0.4164132562731403,20
