File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
VNP13A1_001__500_m_16_days_NDVI_doy2015089_aid0001,_500_m_16_days_NDVI,aid0001,2015-03-30,1003101.0,-0.5372,0.8285,"(-0.5372,0.8285)",0.3126822,0.0722186,0.0052155,0.3481,0.4696,0.2928,0.1457,0.2671
VNP13A1_001__500_m_16_days_NDVI_doy2015097_aid0001,_500_m_16_days_NDVI,aid0001,2015-04-07,1003096.0,-0.4858,0.8977,"(-0.4858,0.8977)",0.3439265,0.1060529,0.0112472,0.3992,0.5903,0.308,0.0807,0.2718
VNP13A1_001__500_m_16_days_NDVI_doy2015105_aid0001,_500_m_16_days_NDVI,aid0001,2015-04-15,1003102.0,-0.4943,0.8957,"(-0.4943,0.8957)",0.3954179,0.1419492,0.0201496,0.4971,0.8183,0.3488,-0.0374,0.2829
VNP13A1_001__500_m_16_days_NDVI_doy2015113_aid0001,_500_m_16_days_NDVI,aid0001,2015-04-23,1003095.0,-0.4943,0.8957,"(-0.4943,0.8957)",0.3966106,0.141727,0.0200865,0.4983,0.8197,0.3499,-0.0372,0.284
VNP13A1_001__500_m_16_days_NDVI_doy2015121_aid0001,_500_m_16_days_NDVI,aid0001,2015-05-01,1003095.0,-0.3982,0.9979,"(-0.3982,0.9979)",0.4748522,0.1734535,0.0300861,0.6066,0.9979,0.4221,-0.0738,0.3344
VNP13A1_001__500_m_16_days_NDVI_doy2015129_aid0001,_500_m_16_days_NDVI,aid0001,2015-05-09,1003108.0,-0.4527,0.9249,"(-0.4527,0.9249)",0.4766892,0.1832843,0.0335931,0.619,0.9249,0.4173,-0.1158,0.325
VNP13A1_001__500_m_16_days_NDVI_doy2015137_aid0001,_500_m_16_days_NDVI,aid0001,2015-05-17,1003102.0,-0.5114,0.9523,"(-0.5114,0.9523)",0.5125943,0.1854681,0.0343984,0.6644,0.9523,0.462,-0.1037,0.3571
VNP13A1_001__500_m_16_days_NDVI_doy2015145_aid0001,_500_m_16_days_NDVI,aid0001,2015-05-25,1003108.0,-0.5114,0.9862,"(-0.5114,0.9862)",0.5250818,0.1806563,0.0326367,0.6691,0.9862,0.4825,-0.0659,0.3751
VNP13A1_001__500_m_16_days_NDVI_doy2015153_aid0001,_500_m_16_days_NDVI,aid0001,2015-06-02,1003102.0,-0.5317,0.9866,"(-0.5317,0.9866)",0.6216595,0.1494684,0.0223408,0.74,0.9866,0.6232,0.1614,0.5085
VNP13A1_001__500_m_16_days_NDVI_doy2015161_aid0001,_500_m_16_days_NDVI,aid0001,2015-06-10,1003094.0,-0.5317,0.9869,"(-0.5317,0.9869)",0.6803711,0.1415013,0.0200226,0.7918,0.9869,0.6961,0.2756,0.5853
VNP13A1_001__500_m_16_days_NDVI_doy2015169_aid0001,_500_m_16_days_NDVI,aid0001,2015-06-18,1003102.0,-0.3779,0.9985,"(-0.3779,0.9985)",0.7262711,0.1310922,0.0171852,0.8247,0.9985,0.7531,0.395,0.6528
VNP13A1_001__500_m_16_days_NDVI_doy2015177_aid0001,_500_m_16_days_NDVI,aid0001,2015-06-26,1003096.0,-0.7319,0.9996,"(-0.7319,0.9996)",0.7876022,0.1127569,0.0127141,0.8601,0.9996,0.814,0.5789,0.7476
VNP13A1_001__500_m_16_days_NDVI_doy2015185_aid0001,_500_m_16_days_NDVI,aid0001,2015-07-04,1003100.0,-0.4957,0.9996,"(-0.4957,0.9996)",0.8430198,0.0965653,0.0093249,0.9042,0.9996,0.8667,0.6727,0.8116
VNP13A1_001__500_m_16_days_NDVI_doy2015193_aid0001,_500_m_16_days_NDVI,aid0001,2015-07-12,1003108.0,-0.4957,0.9995,"(-0.4957,0.9995)",0.8539899,0.0922807,0.0085157,0.9115,0.9995,0.8775,0.6943,0.8246
VNP13A1_001__500_m_16_days_NDVI_doy2015201_aid0001,_500_m_16_days_NDVI,aid0001,2015-07-20,1003101.0,-0.487,0.998,"(-0.487,0.998)",0.8726112,0.0846656,0.0071683,0.9216,0.998,0.8954,0.7416,0.8496
VNP13A1_001__500_m_16_days_NDVI_doy2015209_aid0001,_500_m_16_days_NDVI,aid0001,2015-07-28,1003108.0,-0.8447,0.9988,"(-0.8447,0.9988)",0.8717761,0.0846466,0.0071651,0.9205,0.9988,0.8941,0.741,0.8487
VNP13A1_001__500_m_16_days_NDVI_doy2015217_aid0001,_500_m_16_days_NDVI,aid0001,2015-08-05,1003103.0,-0.4873,0.9993,"(-0.4873,0.9993)",0.8614445,0.0866794,0.0075133,0.9123,0.9993,0.8823,0.7186,0.8348
VNP13A1_001__500_m_16_days_NDVI_doy2015225_aid0001,_500_m_16_days_NDVI,aid0001,2015-08-13,1003108.0,-0.544,0.9979,"(-0.544,0.9979)",0.863273,0.0812003,0.0065935,0.9107,0.9979,0.8819,0.728,0.8376
VNP13A1_001__500_m_16_days_NDVI_doy2015233_aid0001,_500_m_16_days_NDVI,aid0001,2015-08-21,1003098.0,-0.544,0.9972,"(-0.544,0.9972)",0.8464587,0.0839368,0.0070454,0.8957,0.9972,0.8656,0.7047,0.8193
VNP13A1_001__500_m_16_days_NDVI_doy2015241_aid0001,_500_m_16_days_NDVI,aid0001,2015-08-29,1003108.0,-0.4581,0.998,"(-0.4581,0.998)",0.7610215,0.0956136,0.009142,0.8209,0.9644,0.777,0.5759,0.7229
VNP13A1_001__500_m_16_days_NDVI_doy2015249_aid0001,_500_m_16_days_NDVI,aid0001,2015-09-06,1003102.0,-0.5781,0.998,"(-0.5781,0.998)",0.7116423,0.118831,0.0141208,0.7996,0.998,0.7338,0.3944,0.6375
VNP13A1_001__500_m_16_days_NDVI_doy2015257_aid0001,_500_m_16_days_NDVI,aid0001,2015-09-14,1003096.0,-0.5781,0.9291,"(-0.5781,0.9291)",0.6455921,0.1112141,0.0123686,0.728,0.9291,0.6514,0.338,0.572
VNP13A1_001__500_m_16_days_NDVI_doy2015265_aid0001,_500_m_16_days_NDVI,aid0001,2015-09-22,1003102.0,-0.5531,0.9228,"(-0.5531,0.9228)",0.5625131,0.1406215,0.0197744,0.6777,0.9228,0.5513,0.1109,0.4509
VNP13A1_001__500_m_16_days_NDVI_doy2015273_aid0001,_500_m_16_days_NDVI,aid0001,2015-09-30,1003108.0,-0.5321,0.9161,"(-0.5321,0.9161)",0.5193867,0.1536106,0.0235962,0.6467,0.9161,0.4994,0.017,0.3947
VNP13A1_001__500_m_16_days_NDVI_doy2015281_aid0001,_500_m_16_days_NDVI,aid0001,2015-10-08,1003101.0,-0.5293,0.8973,"(-0.5293,0.8973)",0.4527281,0.1388609,0.0192824,0.5623,0.8854,0.4218,0.0099,0.3412
VNP13A1_001__500_m_16_days_NDVI_doy2015289_aid0001,_500_m_16_days_NDVI,aid0001,2015-10-16,1003108.0,-0.5612,0.8757,"(-0.5612,0.8757)",0.4214998,0.1345213,0.018096,0.5229,0.8362,0.3843,0.0013,0.314
VNP13A1_001__500_m_16_days_NDVI_doy2015297_aid0001,_500_m_16_days_NDVI,aid0001,2015-10-24,1003104.0,-0.61,0.9073,"(-0.61,0.9073)",0.3943383,0.1336974,0.017875,0.4963,0.8106,0.357,-0.0282,0.2865
VNP13A1_001__500_m_16_days_NDVI_doy2015305_aid0001,_500_m_16_days_NDVI,aid0001,2015-11-01,1003108.0,-0.6096,0.9073,"(-0.6096,0.9073)",0.4036192,0.1310635,0.0171776,0.504,0.8142,0.3674,-0.012,0.2972
VNP13A1_001__500_m_16_days_NDVI_doy2015313_aid0001,_500_m_16_days_NDVI,aid0001,2015-11-09,1003103.0,-0.5937,0.8853,"(-0.5937,0.8853)",0.3825155,0.1225262,0.0150127,0.4701,0.7434,0.3449,0.0146,0.2879
VNP13A1_001__500_m_16_days_NDVI_doy2015321_aid0001,_500_m_16_days_NDVI,aid0001,2015-11-17,1003108.0,-0.672,0.9924,"(-0.672,0.9924)",0.3136455,0.1541244,0.0237543,0.4056,0.6336,0.2991,0.0256,0.2536
VNP13A1_001__500_m_16_days_NDVI_doy2015329_aid0001,_500_m_16_days_NDVI,aid0001,2015-11-25,1003104.0,-0.886,0.8262,"(-0.886,0.8262)",0.3471175,0.1126355,0.0126868,0.4222,0.6425,0.3219,0.055,0.2753
VNP13A1_001__500_m_16_days_NDVI_doy2015337_aid0001,_500_m_16_days_NDVI,aid0001,2015-12-03,1003108.0,-0.6827,0.8262,"(-0.6827,0.8262)",0.3465846,0.1109515,0.0123102,0.4207,0.6413,0.3197,0.053,0.2736
VNP13A1_001__500_m_16_days_NDVI_doy2015345_aid0001,_500_m_16_days_NDVI,aid0001,2015-12-11,1003098.0,-0.6153,0.9906,"(-0.6153,0.9906)",0.3059105,0.0927634,0.0086051,0.3584,0.5192,0.2815,0.0904,0.2512
VNP13A1_001__500_m_16_days_NDVI_doy2015353_aid0001,_500_m_16_days_NDVI,aid0001,2015-12-19,1003094.0,-0.6844,0.9902,"(-0.6844,0.9902)",0.2878852,0.1155803,0.0133588,0.3517,0.5114,0.2757,0.0855,0.2452
VNP13A1_001__500_m_16_days_NDVI_doy2015361_aid0001,_500_m_16_days_NDVI,aid0001,2015-12-27,1003103.0,-0.639,0.8923,"(-0.639,0.8923)",0.0190899,0.0861616,0.0074238,0.0151,0.0647,-0.0082,-0.0676,-0.018
VNP13A1_001__500_m_16_days_NDVI_doy2016001_aid0001,_500_m_16_days_NDVI,aid0001,2016-01-01,1003103.0,-0.6959,0.7772,"(-0.6959,0.7772)",0.0574911,0.1330536,0.0177033,0.0583,0.178,-0.0083,-0.1411,-0.0215
VNP13A1_001__500_m_16_days_NDVI_doy2016009_aid0001,_500_m_16_days_NDVI,aid0001,2016-01-09,1003099.0,-0.631,0.8275,"(-0.631,0.8275)",0.0654825,0.1332221,0.0177481,0.0981,0.2767,-0.001,-0.1993,-0.021
VNP13A1_001__500_m_16_days_NDVI_doy2016017_aid0001,_500_m_16_days_NDVI,aid0001,2016-01-17,1003104.0,-0.6695,0.8218,"(-0.6695,0.8218)",0.0979598,0.1500417,0.0225125,0.2552,0.6687,0.0096,-0.432,-0.0206
VNP13A1_001__500_m_16_days_NDVI_doy2016025_aid0001,_500_m_16_days_NDVI,aid0001,2016-01-25,1003098.0,-0.6695,0.8125,"(-0.6695,0.8125)",0.1108027,0.157019,0.024655,0.2732,0.689,0.014,-0.4597,-0.02
VNP13A1_001__500_m_16_days_NDVI_doy2016033_aid0001,_500_m_16_days_NDVI,aid0001,2016-02-02,1003105.0,-0.6585,0.9236,"(-0.6585,0.9236)",0.0917858,0.1470288,0.0216175,0.2482,0.6448,0.0055,-0.4191,-0.019
VNP13A1_001__500_m_16_days_NDVI_doy2016041_aid0001,_500_m_16_days_NDVI,aid0001,2016-02-10,1003097.0,-0.6272,0.9957,"(-0.6272,0.9957)",0.1846974,0.1537901,0.0236514,0.303,0.7729,0.2487,-0.4816,-0.0111
VNP13A1_001__500_m_16_days_NDVI_doy2016049_aid0001,_500_m_16_days_NDVI,aid0001,2016-02-18,1003103.0,-0.6078,0.9957,"(-0.6078,0.9957)",0.25411,0.0888762,0.007899,0.3034,0.4142,0.2649,0.1187,0.2295
VNP13A1_001__500_m_16_days_NDVI_doy2016057_aid0001,_500_m_16_days_NDVI,aid0001,2016-02-26,1003096.0,-0.6,0.7929,"(-0.6,0.7929)",0.2844136,0.0687903,0.0047321,0.3158,0.4061,0.2797,0.1653,0.2556
VNP13A1_001__500_m_16_days_NDVI_doy2016065_aid0001,_500_m_16_days_NDVI,aid0001,2016-03-05,1003108.0,-0.6,0.9816,"(-0.6,0.9816)",0.3059212,0.071374,0.0050942,0.3397,0.452,0.2906,0.1525,0.2648
VNP13A1_001__500_m_16_days_NDVI_doy2016073_aid0001,_500_m_16_days_NDVI,aid0001,2016-03-13,1003096.0,-0.5397,0.8564,"(-0.5397,0.8564)",0.3347713,0.0868729,0.0075469,0.3843,0.5385,0.3141,0.1273,0.2815
VNP13A1_001__500_m_16_days_NDVI_doy2016081_aid0001,_500_m_16_days_NDVI,aid0001,2016-03-21,1003099.0,-0.526,0.8919,"(-0.526,0.8919)",0.3427618,0.096711,0.009353,0.4,0.5815,0.317,0.0975,0.279
VNP13A1_001__500_m_16_days_NDVI_doy2016089_aid0001,_500_m_16_days_NDVI,aid0001,2016-03-29,1003108.0,-0.518,0.8919,"(-0.518,0.8919)",0.35681,0.1089701,0.0118745,0.4257,0.6451,0.3225,0.06,0.2794
VNP13A1_001__500_m_16_days_NDVI_doy2016097_aid0001,_500_m_16_days_NDVI,aid0001,2016-04-06,1003096.0,-0.518,0.8783,"(-0.518,0.8783)",0.3589345,0.1090493,0.0118918,0.429,0.6526,0.325,0.0563,0.2799
VNP13A1_001__500_m_16_days_NDVI_doy2016105_aid0001,_500_m_16_days_NDVI,aid0001,2016-04-14,1003108.0,-0.5408,0.9991,"(-0.5408,0.9991)",0.4000977,0.129738,0.016832,0.4844,0.7565,0.3651,0.0311,0.303
VNP13A1_001__500_m_16_days_NDVI_doy2016113_aid0001,_500_m_16_days_NDVI,aid0001,2016-04-22,1003100.0,-0.5394,0.9921,"(-0.5394,0.9921)",0.4430469,0.1660775,0.0275818,0.5708,0.9227,0.3954,-0.0877,0.3073
VNP13A1_001__500_m_16_days_NDVI_doy2016121_aid0001,_500_m_16_days_NDVI,aid0001,2016-04-30,1003108.0,-0.4903,0.9393,"(-0.4903,0.9393)",0.4607542,0.1760257,0.0309851,0.604,0.9393,0.416,-0.1238,0.3128
VNP13A1_001__500_m_16_days_NDVI_doy2016129_aid0001,_500_m_16_days_NDVI,aid0001,2016-05-08,1003105.0,-0.4743,0.9498,"(-0.4743,0.9498)",0.4728641,0.1822707,0.0332226,0.6149,0.9498,0.4198,-0.1181,0.3217
VNP13A1_001__500_m_16_days_NDVI_doy2016137_aid0001,_500_m_16_days_NDVI,aid0001,2016-05-16,1003097.0,-0.4694,0.9995,"(-0.4694,0.9995)",0.5011699,0.1911491,0.036538,0.6496,0.9995,0.4526,-0.1099,0.3457
VNP13A1_001__500_m_16_days_NDVI_doy2016145_aid0001,_500_m_16_days_NDVI,aid0001,2016-05-24,1003102.0,-0.5179,0.967,"(-0.5179,0.967)",0.5444124,0.1770898,0.0313608,0.6828,0.967,0.5077,-0.0197,0.4018
VNP13A1_001__500_m_16_days_NDVI_doy2016153_aid0001,_500_m_16_days_NDVI,aid0001,2016-06-01,1003108.0,-0.5334,0.9512,"(-0.5334,0.9512)",0.5981711,0.1757645,0.0308932,0.7502,0.9512,0.6063,0.0041,0.4512
VNP13A1_001__500_m_16_days_NDVI_doy2016161_aid0001,_500_m_16_days_NDVI,aid0001,2016-06-09,1003104.0,-0.5154,0.9495,"(-0.5154,0.9495)",0.7204059,0.1202773,0.0144666,0.8104,0.9495,0.739,0.4054,0.6484
VNP13A1_001__500_m_16_days_NDVI_doy2016169_aid0001,_500_m_16_days_NDVI,aid0001,2016-06-17,1003098.0,-0.5216,0.9865,"(-0.5216,0.9865)",0.7472009,0.1199377,0.014385,0.8366,0.9865,0.7702,0.4441,0.6796
VNP13A1_001__500_m_16_days_NDVI_doy2016177_aid0001,_500_m_16_days_NDVI,aid0001,2016-06-25,1003105.0,-0.3824,0.9922,"(-0.3824,0.9922)",0.8206976,0.0969018,0.00939,0.8853,0.9922,0.8422,0.6266,0.7818
VNP13A1_001__500_m_16_days_NDVI_doy2016185_aid0001,_500_m_16_days_NDVI,aid0001,2016-07-03,1003099.0,-0.3764,0.9995,"(-0.3764,0.9995)",0.8463815,0.0897633,0.0080575,0.9042,0.9995,0.8684,0.6822,0.8154
VNP13A1_001__500_m_16_days_NDVI_doy2016193_aid0001,_500_m_16_days_NDVI,aid0001,2016-07-11,1003102.0,-0.4625,0.9995,"(-0.4625,0.9995)",0.8669934,0.0803527,0.0064566,0.9113,0.9995,0.8874,0.7523,0.8477
VNP13A1_001__500_m_16_days_NDVI_doy2016201_aid0001,_500_m_16_days_NDVI,aid0001,2016-07-19,1003098.0,-0.4625,0.9996,"(-0.4625,0.9996)",0.8670633,0.0813189,0.0066128,0.9107,0.9996,0.8877,0.756,0.8488
VNP13A1_001__500_m_16_days_NDVI_doy2016209_aid0001,_500_m_16_days_NDVI,aid0001,2016-07-27,1003104.0,-0.4345,0.9997,"(-0.4345,0.9997)",0.8673918,0.0876333,0.0076796,0.9151,0.9997,0.8893,0.7471,0.8479
VNP13A1_001__500_m_16_days_NDVI_doy2016217_aid0001,_500_m_16_days_NDVI,aid0001,2016-08-04,1003098.0,-0.3764,0.9995,"(-0.3764,0.9995)",0.8698006,0.0842443,0.0070971,0.9145,0.9995,0.8899,0.7575,0.8517
VNP13A1_001__500_m_16_days_NDVI_doy2016225_aid0001,_500_m_16_days_NDVI,aid0001,2016-08-12,1003102.0,-0.4371,0.9988,"(-0.4371,0.9988)",0.8597492,0.0800971,0.0064156,0.9014,0.9912,0.8764,0.7507,0.8411
VNP13A1_001__500_m_16_days_NDVI_doy2016233_aid0001,_500_m_16_days_NDVI,aid0001,2016-08-20,1003108.0,-0.4795,0.9993,"(-0.4795,0.9993)",0.8565723,0.0815565,0.0066515,0.8984,0.9884,0.8736,0.7482,0.8383
VNP13A1_001__500_m_16_days_NDVI_doy2016241_aid0001,_500_m_16_days_NDVI,aid0001,2016-08-28,1003104.0,-0.5164,0.9971,"(-0.5164,0.9971)",0.7614244,0.1064978,0.0113418,0.8357,0.9971,0.7803,0.5135,0.7068
VNP13A1_001__500_m_16_days_NDVI_doy2016249_aid0001,_500_m_16_days_NDVI,aid0001,2016-09-05,1003108.0,-0.5238,0.993,"(-0.5238,0.993)",0.7294144,0.106452,0.011332,0.8037,0.993,0.747,0.481,0.6746
VNP13A1_001__500_m_16_days_NDVI_doy2016257_aid0001,_500_m_16_days_NDVI,aid0001,2016-09-13,1003103.0,-0.5821,0.993,"(-0.5821,0.993)",0.6498902,0.1290424,0.016652,0.7485,0.993,0.6606,0.2863,0.5636
VNP13A1_001__500_m_16_days_NDVI_doy2016265_aid0001,_500_m_16_days_NDVI,aid0001,2016-09-21,1003108.0,-0.5979,0.965,"(-0.5979,0.965)",0.5506176,0.1422925,0.0202472,0.6606,0.965,0.5424,0.1179,0.4433
VNP13A1_001__500_m_16_days_NDVI_doy2016273_aid0001,_500_m_16_days_NDVI,aid0001,2016-09-29,1003102.0,-0.5728,0.9257,"(-0.5728,0.9257)",0.4948854,0.15192,0.0230797,0.6133,0.9257,0.4636,0.0201,0.3756
VNP13A1_001__500_m_16_days_NDVI_doy2016281_aid0001,_500_m_16_days_NDVI,aid0001,2016-10-07,1003098.0,-0.5711,0.9257,"(-0.5711,0.9257)",0.4901975,0.1533957,0.0235302,0.6107,0.9257,0.4579,0.0063,0.3687
VNP13A1_001__500_m_16_days_NDVI_doy2016289_aid0001,_500_m_16_days_NDVI,aid0001,2016-10-15,1003104.0,-0.5478,0.8998,"(-0.5478,0.8998)",0.4246144,0.1396559,0.0195038,0.5301,0.8539,0.3861,-0.01,0.314
VNP13A1_001__500_m_16_days_NDVI_doy2016297_aid0001,_500_m_16_days_NDVI,aid0001,2016-10-23,1003108.0,-0.5857,0.911,"(-0.5857,0.911)",0.4128749,0.1360801,0.0185178,0.5135,0.8267,0.3739,-0.0077,0.3047
VNP13A1_001__500_m_16_days_NDVI_doy2016305_aid0001,_500_m_16_days_NDVI,aid0001,2016-10-31,1003096.0,-0.6056,0.911,"(-0.6056,0.911)",0.416938,0.1343447,0.0180485,0.5185,0.8336,0.3809,-0.0067,0.3084
VNP13A1_001__500_m_16_days_NDVI_doy2016313_aid0001,_500_m_16_days_NDVI,aid0001,2016-11-08,1003108.0,-0.5941,0.9109,"(-0.5941,0.9109)",0.4096649,0.1303347,0.0169871,0.5066,0.8087,0.3726,0.0045,0.3052
VNP13A1_001__500_m_16_days_NDVI_doy2016321_aid0001,_500_m_16_days_NDVI,aid0001,2016-11-16,1003103.0,-0.6135,0.9024,"(-0.6135,0.9024)",0.384582,0.1173824,0.0137786,0.467,0.7248,0.3485,0.0374,0.2951
VNP13A1_001__500_m_16_days_NDVI_doy2016329_aid0001,_500_m_16_days_NDVI,aid0001,2016-11-24,1003108.0,-0.6798,0.9951,"(-0.6798,0.9951)",0.3533429,0.1215088,0.0147644,0.4305,0.6511,0.3289,0.0628,0.2834
VNP13A1_001__500_m_16_days_NDVI_doy2016337_aid0001,_500_m_16_days_NDVI,aid0001,2016-12-02,1003097.0,-0.6798,0.954,"(-0.6798,0.954)",0.2554492,0.1750462,0.0306412,0.3676,0.8263,0.2829,-0.4055,0.0576
VNP13A1_001__500_m_16_days_NDVI_doy2016345_aid0001,_500_m_16_days_NDVI,aid0001,2016-12-10,1003098.0,-0.5457,0.9913,"(-0.5457,0.9913)",0.1521556,0.159356,0.0253943,0.2763,0.6646,0.0675,-0.3714,0.0172
VNP13A1_001__500_m_16_days_NDVI_doy2016353_aid0001,_500_m_16_days_NDVI,aid0001,2016-12-18,1003095.0,-0.5122,0.9859,"(-0.5122,0.9859)",0.2335019,0.1434356,0.0205738,0.3273,0.6432,0.2646,-0.1988,0.1166
VNP13A1_001__500_m_16_days_NDVI_doy2016361_aid0001,_500_m_16_days_NDVI,aid0001,2016-12-26,1003108.0,-0.5122,0.9616,"(-0.5122,0.9616)",0.2410739,0.1393049,0.0194059,0.3291,0.5945,0.2668,-0.1134,0.1521
VNP13A1_001__500_m_16_days_NDVI_doy2017001_aid0001,_500_m_16_days_NDVI,aid0001,2017-01-01,1003095.0,-0.4586,0.9904,"(-0.4586,0.9904)",0.2292324,0.1286262,0.0165447,0.3062,0.5465,0.2584,-0.0945,0.1459
VNP13A1_001__500_m_16_days_NDVI_doy2017009_aid0001,_500_m_16_days_NDVI,aid0001,2017-01-09,1003108.0,-0.5831,0.9985,"(-0.5831,0.9985)",0.2271058,0.1347546,0.0181588,0.3193,0.6173,0.2651,-0.1774,0.1206
VNP13A1_001__500_m_16_days_NDVI_doy2017017_aid0001,_500_m_16_days_NDVI,aid0001,2017-01-17,1003108.0,-0.5281,0.9984,"(-0.5281,0.9984)",0.2392642,0.136653,0.018674,0.3278,0.5785,0.2819,-0.0902,0.1606
VNP13A1_001__500_m_16_days_NDVI_doy2017025_aid0001,_500_m_16_days_NDVI,aid0001,2017-01-25,1003102.0,-0.5758,0.7862,"(-0.5758,0.7862)",0.1889166,0.1365742,0.0186525,0.2893,0.6626,0.2392,-0.3333,0.0399
VNP13A1_001__500_m_16_days_NDVI_doy2017033_aid0001,_500_m_16_days_NDVI,aid0001,2017-02-02,1003108.0,-0.5758,0.771,"(-0.5758,0.771)",0.2695111,0.0797294,0.0063568,0.3067,0.3961,0.2699,0.1577,0.2471
VNP13A1_001__500_m_16_days_NDVI_doy2017041_aid0001,_500_m_16_days_NDVI,aid0001,2017-02-10,1003101.0,-0.6626,0.7263,"(-0.6626,0.7263)",0.285724,0.0617254,0.00381,0.3107,0.3899,0.2785,0.1787,0.2579
VNP13A1_001__500_m_16_days_NDVI_doy2017049_aid0001,_500_m_16_days_NDVI,aid0001,2017-02-18,1003094.0,-0.6071,0.7263,"(-0.6071,0.7263)",0.2880568,0.0629883,0.0039675,0.3136,0.3967,0.2791,0.1751,0.2582
VNP13A1_001__500_m_16_days_NDVI_doy2017057_aid0001,_500_m_16_days_NDVI,aid0001,2017-02-26,1003103.0,-0.5653,0.7861,"(-0.5653,0.7861)",0.3003459,0.0701884,0.0049264,0.334,0.4391,0.2866,0.1588,0.2639
VNP13A1_001__500_m_16_days_NDVI_doy2017065_aid0001,_500_m_16_days_NDVI,aid0001,2017-03-06,1003108.0,-0.5904,0.7861,"(-0.5904,0.7861)",0.3036857,0.0685335,0.0046968,0.3368,0.4434,0.2882,0.1591,0.2657
VNP13A1_001__500_m_16_days_NDVI_doy2017073_aid0001,_500_m_16_days_NDVI,aid0001,2017-03-14,1003093.0,-0.5904,0.7856,"(-0.5904,0.7856)",0.2967299,0.0674815,0.0045537,0.3285,0.4276,0.2838,0.1633,0.2624
VNP13A1_001__500_m_16_days_NDVI_doy2017081_aid0001,_500_m_16_days_NDVI,aid0001,2017-03-22,1003089.0,-0.5631,0.9884,"(-0.5631,0.9884)",0.3345635,0.0932739,0.0087,0.3828,0.5475,0.3067,0.1083,0.273
VNP13A1_001__500_m_16_days_NDVI_doy2017089_aid0001,_500_m_16_days_NDVI,aid0001,2017-03-30,1003101.0,-0.6314,0.857,"(-0.6314,0.857)",0.3438941,0.1023585,0.0104773,0.4066,0.6089,0.3105,0.0694,0.2717
VNP13A1_001__500_m_16_days_NDVI_doy2017097_aid0001,_500_m_16_days_NDVI,aid0001,2017-04-07,1003108.0,-0.6314,0.9028,"(-0.6314,0.9028)",0.3820742,0.1236557,0.0152907,0.4597,0.7145,0.3474,0.035,0.2898
VNP13A1_001__500_m_16_days_NDVI_doy2017105_aid0001,_500_m_16_days_NDVI,aid0001,2017-04-15,1003102.0,-0.5322,0.9028,"(-0.5322,0.9028)",0.4146021,0.137204,0.0188249,0.5161,0.8317,0.3738,-0.0098,0.3057
VNP13A1_001__500_m_16_days_NDVI_doy2017113_aid0001,_500_m_16_days_NDVI,aid0001,2017-04-23,1003108.0,-0.4961,0.9289,"(-0.4961,0.9289)",0.444589,0.1605269,0.0257689,0.5706,0.9289,0.3964,-0.075,0.3123
VNP13A1_001__500_m_16_days_NDVI_doy2017121_aid0001,_500_m_16_days_NDVI,aid0001,2017-05-01,1003108.0,-0.4812,0.9289,"(-0.4812,0.9289)",0.4578129,0.1638212,0.0268374,0.5893,0.9289,0.4122,-0.0807,0.3213
VNP13A1_001__500_m_16_days_NDVI_doy2017129_aid0001,_500_m_16_days_NDVI,aid0001,2017-05-09,1003094.0,-0.4323,0.9518,"(-0.4323,0.9518)",0.4776043,0.1774911,0.0315031,0.6158,0.9518,0.4247,-0.0951,0.3314
VNP13A1_001__500_m_16_days_NDVI_doy2017137_aid0001,_500_m_16_days_NDVI,aid0001,2017-05-17,1003103.0,-0.5902,0.9529,"(-0.5902,0.9529)",0.4871776,0.1946034,0.0378705,0.6437,0.9529,0.4265,-0.1582,0.3229
VNP13A1_001__500_m_16_days_NDVI_doy2017145_aid0001,_500_m_16_days_NDVI,aid0001,2017-05-25,1003108.0,-0.5902,0.952,"(-0.5902,0.952)",0.5040767,0.193524,0.0374516,0.6615,0.952,0.4519,-0.1475,0.3379
VNP13A1_001__500_m_16_days_NDVI_doy2017153_aid0001,_500_m_16_days_NDVI,aid0001,2017-06-02,1003108.0,-0.5016,0.9418,"(-0.5016,0.9418)",0.5604552,0.1746583,0.0305055,0.6944,0.9418,0.5684,0.0164,0.4231
VNP13A1_001__500_m_16_days_NDVI_doy2017161_aid0001,_500_m_16_days_NDVI,aid0001,2017-06-10,1003108.0,-0.4388,0.9981,"(-0.4388,0.9981)",0.6439582,0.1390017,0.0193215,0.7506,0.9981,0.6513,0.2419,0.5471
VNP13A1_001__500_m_16_days_NDVI_doy2017169_aid0001,_500_m_16_days_NDVI,aid0001,2017-06-18,1003100.0,-0.378,0.9988,"(-0.378,0.9988)",0.7119772,0.1208101,0.0145951,0.8011,0.9988,0.7306,0.3996,0.6405
VNP13A1_001__500_m_16_days_NDVI_doy2017177_aid0001,_500_m_16_days_NDVI,aid0001,2017-06-26,1003108.0,-0.4224,0.9963,"(-0.4224,0.9963)",0.7682584,0.1105448,0.0122202,0.8478,0.9963,0.787,0.5038,0.7102
VNP13A1_001__500_m_16_days_NDVI_doy2017185_aid0001,_500_m_16_days_NDVI,aid0001,2017-07-04,1003108.0,-0.3627,0.9994,"(-0.3627,0.9994)",0.8111449,0.0993718,0.0098748,0.8791,0.9994,0.8321,0.6011,0.7679
